Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2	Testis_Male3
ENSGALG00000001282	95.62	91.16	229.82	289.6	256.9	0	0	0.15	0.18	0.53	0.45	0.48	0.12	1.04	0.9	1.24
CUFF.193926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5.15
ENSGALG00000000158	14.3	13.72	4.7	12.85	15.12	23.16	29.68	18.84	25.33	22.75	58.86	4.3	39.49	21.36	3.64	1.82
ENSGALG00000014662	22.48	19	15.35	12.05	17.04	18.89	27.54	140.19	97.77	40.64	164.14	21.22	48.59	29.7	9.55	17.16
ENSGALG00000003870	8.87	10.01	32.57	7.43	5.55	13.55	15.36	15.65	11.05	12.17	21.3	37.37	13.46	9.77	17.19	29.77
ENSGALG00000023562	2.18	2.22	6.18	3.01	2.49	2.13	0.67	4.31	1.61	3.17	0.51	17.32	4.72	2.29	4.82	25.31
ENSGALG00000006127	52.57	47.17	42.42	37.82	38.96	14.41	13.6	30.22	22.61	26.61	27.81	14.48	24.31	28.43	16.91	23.15
ENSGALG00000017335	44.55	35.75	35.37	52.14	44.98	190.52	226.78	91.33	76.48	71.61	174.71	45.08	79.01	41.71	23.78	19.18
Locus_105283	0.26	0	0	0	0.2	0	0.58	0.29	0	0	0	0	0.08	2.98	0.36	0.59
ENSGALG00000015719	2.06	3.75	0.93	2.29	1.91	42.34	16.75	0.33	0.39	0.13	1.17	42.75	187.37	2.95	4.58	2.52
Locus_117491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.6
ENSGALG00000011808	0	0	0.17	0	0	0	0	0.12	0.15	0	0	0.05	0.1	6.12	3.62	1.28
CUFF.205950	0	0	0	0	0.08	0	0	0	0.14	0	0	0.01	0	0.38	0.43	0.5
ENSGALG00000016973	5.78	5.38	18.5	5.58	5	7.59	2.83	5.9	3.3	6.03	2.96	25.29	10.64	3.95	5.55	24.64
Locus_64197	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	2.46	0.81
ENSGALG00000003365	2.25	10.52	10.58	3.49	7.45	9.97	9.61	2.83	10.98	6.03	16.81	8.79	9.65	12.51	7.91	24.21
CUFF.93054	0	0	0.07	1.11	0.32	0	0	0	0	0	0	0.11	0.08	0.29	0.37	0.46
ENSGALG00000016690	0	0	0.07	0.14	0.11	2.32	1.39	1376.54	506.69	800.02	405.51	0.22	0.02	0	0.19	0.13
ENSGALG00000005730	10.94	9.59	4.11	9.73	10.14	0.56	0.43	25.66	12.61	0.45	0.96	0.3	0.57	11.37	5.98	5.2
Locus_51686	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.28	0	0.61
CUFF.45298	0	0	0.52	0	0	0	0	0	0	0	0	0.23	0.15	0.72	1.03	1.35
Locus_46074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63	1.33
Locus_18855	0	0	0	0	0	0	0	0	0	0	0	0.02	0.23	6.16	2.14	3.1
blastnPan.Locus_8477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000006410	17.24	14.88	24.21	13.02	10.85	13.67	14.65	10.11	7.5	13.96	10.62	13.6	12.07	6.45	9.57	10.97
Locus_102401	1.49	3.1	2.58	0.08	0.16	0	0.09	0	0.17	0	0	6.09	0.1	0.27	0.68	0.84
ENSGALG00000023211	0	0.48	0	0	0	0	0	0.35	0	0	0	0.07	0.37	8.68	2.78	0.77
ENSGALG00000022283	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000021601	9.03	8.15	12.93	10.83	9.39	6.4	4.66	4.14	3.56	3.23	2.17	8.8	5.13	12.22	17.9	25.21
ENSGALG00000009854	0.31	0	0.57	0	0.24	0.43	0.52	0.26	0.94	0.74	0	1.34	0.56	98.37	88.57	184
ENSGALG00000021139	91.24	131.7	23.96	123.29	121.81	50.83	46.63	33.89	682.96	19.75	37.61	317.94	4015.11	161.45	27.35	0.62
ENSGALG00000023166	0.44	0.89	1.92	0.3	0.8	3.25	3.24	3.26	3.91	6.69	2.99	10.86	4.08	0.52	0.3	1.78
ENSGALG00000002959	16.48	16.76	28.45	16.17	15.85	32.88	12.15	36.62	24.39	67.39	37.77	31.76	23.59	10.83	29.22	27.21
ENSGALG00000005716	5.53	5.13	5.99	7.68	6.51	2.89	3.05	3.86	4.53	3.24	2.78	4.07	4.04	1.47	1.86	2.07
ENSGALG00000015314	4.26	5.85	10.64	6.47	5.49	5.82	4.9	4.73	6.46	12.22	10.41	6.03	4.67	11.79	26.66	38.68
Locus_49176	0	0	0	0.15	0	0	0	0	0	0	0	0.05	0	1.04	1.3	2.84
Locus_99480	0	0	0.56	0	0.84	0	0	0	0	1.44	0	0.12	0	0	0	0.24
Locus_80404	0.35	0.71	3.02	0.35	0.45	0.43	0.26	0	0	0	0	0.1	0	15.34	2.46	17.97
ENSGALG00000012852	97.56	88.32	119.07	82.28	74.42	95.08	105.93	84.88	89.82	90.58	88.9	71.79	51.38	35.91	45.15	50.09
ENSGALG00000005541	7.85	1.26	0.11	13.6	11.87	0.38	1.37	340.66	243.66	640.2	3050.32	1.91	3.65	41.1	9.34	4.5
ENSGALG00000000843	10.67	8.41	10.36	20.18	18.23	32.31	38.02	13.63	15.55	12.8	13.49	12.24	4.97	31.76	31.01	43.15
blastnPlatypus.CUFF.164066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009694	1.29	0.93	3.85	1.46	1.77	0	0.34	1.52	0.81	1.12	1.8	0.34	0.66	1.03	0.52	0.39
ENSGALG00000007510	28.48	29.87	52.02	9.74	13.48	14.51	11.15	7.81	3.43	9.59	3.78	37.17	40.73	19.07	59.36	71.18
ENSGALG00000005693	4.39	4.37	6.31	5.68	4.3	10.24	5.37	5.26	6.67	4.34	2.64	10.68	11.05	1.71	3.41	4.45
ENSGALG00000000491	22.28	24.8	74.93	24.19	24.83	21.85	14.54	22.72	20.92	33.2	23.11	95.05	29.24	26.71	42.45	134.5
ENSGALG00000005215	6.48	9.16	2.67	7.1	4.24	2.79	7.13	2.24	1.82	1.19	0.75	1.15	1.77	4.99	3.09	1.43
ENSGALG00000006921	29.89	35.05	23.1	24.17	31.35	58.79	79.15	51.38	36.29	38.73	53.79	16.88	40.28	202.91	172.37	88.5
ENSGALG00000022347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0
ENSGALG00000007522	2.59	2.25	2.88	2	1.26	2.99	2.77	18.27	14.7	3.29	2.84	14	16.86	1.51	2.37	2.59
ENSGALG00000003046	106.4	86.25	1924.34	109.5	76.86	187.44	88.26	227.22	74.19	246.5	79.08	1483.66	195.23	41.52	225.01	1976.92
ENSGALG00000005366	1.31	1.64	0.16	1.17	1.79	1.42	3.07	2.74	3.79	3.2	5.1	3.54	4.75	3.24	1.69	0.8
CUFF.189440	0	0	0.08	0	0	0	0	0	0	0	0	0.07	0	0.64	0.51	0.3
Locus_83907	0	0	0	0.41	0.62	0	0	0	0	0	0.68	0	0.12	1.14	0.55	1.62
Locus_46312	0	0	0	0	0	0.68	0	0	0	0	0	0.12	0.11	0	0.5	0.74
ENSGALG00000024222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000012342	25.13	27.45	31.59	24.1	30.58	14.45	12.97	13.84	13.41	7.43	4.31	18.61	8.98	4.57	5.88	7.6
ENSGALG00000016521	10.24	5.21	1.79	2.88	3.98	1.05	1.26	2.53	3.03	0	0	0.26	1.36	17.87	1.17	0.51
ENSGALG00000014582	18.4	20.12	16.01	18.09	14.35	1.21	1.23	6.45	6.39	7.51	9.86	9.61	6.31	31.74	34.74	17.09
ENSGALG00000010020	4.07	3.93	7.78	1.07	0.79	2.75	2.01	4.68	4.35	11.4	9.81	6.11	2.56	21.48	23.3	20.18
ENSGALG00000002984	24.61	17.74	23.44	11.47	17.48	17.86	31.05	33.04	22.12	15.8	26.93	10.78	9.5	19.5	9.1	10.11
ENSGALG00000005826	1.1	1.76	1.34	1.22	0.85	0.44	0.46	1.19	0.91	1.79	2.05	5.43	4.61	25.8	32.75	23.3
Locus_87716	0	0	0	0	0	0	0	0	0	0	0	0.88	0.09	0	0	0.91
ENSGALG00000008550	26.1	28.5	79.19	25.21	23.07	47.04	43.48	37.07	23.04	40.93	25.64	45.72	22.24	52.32	80.44	126.72
ENSGALG00000003041	1.07	10.57	3.9	0.54	2.9	11.82	31.84	3.55	13.49	5.72	23.55	1.57	0	3.42	0.37	2.28
Locus_118768	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84	0.95	2.13
CUFF.40405	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13	1.23	0.76
ENSGALG00000011896	17.62	18.86	2.91	11.78	18.2	23.88	46.9	30.7	32.77	31.44	77.82	4.38	19.13	13.94	5.34	2.19
ENSGALG00000016587	852.28	1003.99	409.71	726.36	1104.87	270.03	1211.27	150.16	148.13	98.38	279.69	951.4	1415.75	1692.71	701.51	390.5
ENSGALG00000012117	4.63	4.04	1.04	3.81	3.29	21.22	18.15	0.77	1.32	55.65	103.8	5.72	7.72	0.81	0.25	0.19
ENSGALG00000002215	1.23	0.75	0.51	0.25	0.38	0.68	1.36	498.12	287.97	0.49	2.5	7.59	13	1.66	0.42	0.63
ENSGALG00000001080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.46140	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	1.17	0.69
Locus_64694	0	0	1.6	0	0.48	0	0	0	0	0	0	0.07	0	0.88	7.15	15.71
ENSGALG00000012541	0	0	0	0.34	0	7408.25	12991.42	0.57	3.84	13.43	0.58	0.08	0.05	1.69	1.16	1.79
CUFF.155529	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.91	1.43	1.38
ENSGALG00000005163	43.3	43.32	3.59	29.97	31.44	78.28	146.02	154.07	115.04	177.16	399.95	5.02	35.94	57.91	24.97	4.04
ENSGALG00000013425	29.31	28.49	9.62	20.44	34.31	9.32	22.01	23.93	10.89	10.97	53.26	7.24	20.7	28.11	4.3	3.03
ENSGALG00000015037	6.08	6.56	29.74	3.8	3.43	1.92	0.57	14.55	11.07	3.53	1.26	37.13	8.67	2.65	6.28	23.7
Locus_120636	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.97	1.12
ENSGALG00000008118	7.87	6.18	22.79	14.43	12.37	7.49	7.81	2.7	1.31	0.93	0.49	20.86	6.26	2.73	5.63	15.88
ENSGALG00000015978	14.46	16.7	10.73	14.46	16.25	10.48	12.1	14.88	8.2	7.47	10.79	7.74	9.87	23.36	18.15	12.8
ENSGALG00000008497	45.02	68.78	45.95	42.99	69.95	55.43	89.63	14.79	65.3	44.27	85.75	50.31	94.88	19.71	20.31	17.97
ENSGALG00000012073	1.61	2.59	1.2	0.34	0.66	0.16	0.19	0.09	0.11	0	0	0.03	0	14.12	12.16	10.03
ENSGALG00000022812	0	0	0.09	0	0.07	0.47	1.13	126.83	117.59	212.32	152.99	0.07	0.13	0.3	0.35	0.4
Locus_20384	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55	1.15	0.87
Locus_52070	14.18	24.07	11.24	9.37	16.03	0.39	0.37	4.37	4.46	2.3	3.34	4.34	6.96	1.49	0.89	0.82
ENSGALG00000013465	1.88	0.95	0.11	5.49	5.51	1.93	3.69	4.63	3.61	0.84	0.35	2.45	6.12	1.49	2	0.42
ENSGALG00000015064	6.3	6.9	5.29	5.02	4.39	0.9	0.95	1.14	0.79	1.44	0.91	2.57	3.6	3.07	3.06	2.29
CUFF.32323	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	1.02	0.42
ENSGALG00000002689	2.92	3.36	3.56	3.79	4.57	5.3	5.89	2.67	3.75	2.34	2.35	3.4	5.15	24.55	22.7	17.82
ENSGALG00000023706	0	0.5	0.34	0	0	0	0	2.17	0.87	0	0	0	0	85.06	26.27	17.95
CUFF.71177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0.87
Locus_48021	0	0	0	0	0	0	0	0	0	0	0	0.09	0	3.47	4.72	0.36
ENSGALG00000004972	0.74	1.54	0.53	2.85	0.1	0	0.18	0.02	0	0	0.04	0	0.03	1.24	0.57	0.22
ENSGALG00000021017	7.24	8.12	3.32	7.19	5.74	0.82	1.96	19.05	26.38	20.62	25.11	2.77	4.74	180.95	158.39	39.01
ENSGALG00000008399	4.94	4.84	59.19	8.16	7.04	14.7	6.18	3.24	3.13	3.85	1.6	27.07	2.17	27.5	86.22	476.26
ENSGALG00000000142	23.55	25.49	25.41	20.36	23.18	17.41	16.11	27.28	39.9	112.32	155.55	26.44	25.83	8.16	8.87	10.09
CUFF.50484	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0.92	0.38
Locus_127583	0.24	0	0	0	0	0	0	0	0	0	0	0.03	0	0.52	0.17	1.04
ENSGALG00000010264	23.24	26.26	7.46	19.52	26.51	0	0	0	0	0	0	0.02	0.26	11.34	6.85	1.62
ENSGALG00000000223	29.68	21.98	19.96	32.36	29.4	83.72	80.62	75.6	92.48	139.03	124.43	19.76	33.33	66.5	89.09	43.4
Locus_118728	0	0.58	0.2	0.39	0.44	0	0	3.59	0	0	0	0.47	1.31	0	0.13	0.04
Locus_50340	1.44	1.73	13.14	0.63	1.44	0.19	0	0	0	0	0	0.26	0.09	0	0	0.05
Locus_48605	0	0	0.1	0	0	0	0	0	0	0	0	0	0.06	0.28	0.95	2.01
ENSGALG00000024478	0	0	0.27	0	0	0	0	0	0	0	0	0	0	62.3	160.68	124.97
ENSGALG00000007341	13.61	9.05	30.29	13.79	9.49	27.74	27.02	28.31	13.95	22.95	42.1	35.76	12.97	127.76	66.73	162.47
ENSGALG00000003076	0.15	0.23	0	0	0.12	1.13	0	1.54	0.2	0.82	1.3	0.54	1.79	3.62	2.63	2.97
ENSGALG00000020906	0.63	1.19	0.49	0	0.61	0.58	1.73	0	0.63	0	0	51.57	16.28	0.56	0.11	0.07
ENSGALG00000002367	2.35	1.96	0.97	2.17	1.94	0	0	5.38	2.66	0	0	2.7	1.05	0.61	2.73	3.44
Locus_102135	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81	1.04	0.11
ENSGALG00000010017	41.7	44.02	44.26	23.94	29.01	44.24	54	66.06	80.67	243.99	254.37	15.81	37.66	16.23	22.22	16.03
ENSGALG00000005794	20.3	15.27	33.48	9.85	12.44	20.61	22.76	20.96	13.71	16.88	12.63	37.81	32.8	33.86	36.24	119.39
Locus_48480	0	0	0	0.17	0.13	0.6	1.08	0.18	0.44	0	0.28	0.04	0.1	0.93	1.01	0.7
ENSGALG00000005778	10.47	11.67	10.72	17.42	13.28	2.97	2.8	19.65	14.86	11.7	11.09	10.9	10.75	5.04	6.08	7.03
CUFF.187002	0	0	0	0.16	0	0	1.04	0	0	0	0	0	0	0.56	0.21	0.21
Locus_21831	0	0	0	0	0.19	0	0	0	0	0	0	0	0.07	5.44	7.52	0.91
ENSGALG00000011462	30.5	21.2	10.11	21.93	28.38	454.35	718.99	113.98	110.3	19.03	62.83	49.48	49.98	27.6	11.69	6.8
ENSGALG00000005204	2.01	1.67	0.52	3.24	1.77	30.35	41.97	15	34.88	15.67	153.43	0.93	7.54	2.02	4.44	0.55
ENSGALG00000001790	5.59	7.18	2.38	11.77	10.29	16.86	12.69	20.59	26.84	19.74	34.48	3.14	19.08	18.79	14.72	5.62
ENSGALG00000014340	3.82	2.91	0.7	3.1	3.93	7.77	27.46	40.11	9.41	15.25	30.18	0.9	5.87	26.03	12.5	3.39
ENSGALG00000014900	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.4	0.83	0.46
ENSGALG00000013643	3.13	2.83	2.01	17.9	17.15	2.9	1.89	177.12	98.86	23.51	118.82	25.86	22.28	4.68	1.95	0.99
ENSGALG00000000997	4.7	3.02	3.79	2.45	2.3	8.95	10.28	3.21	2.67	1.02	2.33	1.12	1.65	9.92	10.08	6.68
ENSGALG00000015474	1.87	0.4	0.98	1.93	0.66	3.22	0.73	1.68	0.53	2.69	3.68	1.58	1.21	0.61	0.45	0.5
CUFF.70548	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83	0.27	0.57
ENSGALG00000011722	0.06	0	0.16	0.13	0.15	0	0.56	0.28	0	0.08	0	0.33	0.34	42.32	32.44	63.62
ENSGALG00000016457	14.85	19.65	26.38	13.15	16.54	19.19	16.69	17.84	15.62	5.74	2.94	15.43	13.92	1.65	2.01	3.12
ENSGALG00000024092	8.35	4.93	13.52	2.46	7.33	5.98	1.79	221.52	97.25	75.55	131.81	140.19	79.09	5.38	4.8	6.78
ENSGALG00000022485	1.47	0.83	0.57	1.76	1.1	1.11	0.6	2.6	1.74	1.9	1.85	0.52	1.32	1.59	2.24	0.37
CUFF.54764	0	0.23	0	0	0	0	0	0	0	0	0	0	0.05	1.08	0.73	0.31
CUFF.111142	0	0	0	0	0.36	0	0	0	0	0	0	0.52	0.83	6.56	4.41	1.34
ENSGALG00000007615	102.16	100.2	122.84	96.83	76.14	67.67	71.21	93.31	122.69	73.86	108.96	63.08	66.75	93.99	64.87	85.91
ENSGALG00000016896	11.86	11.63	15.97	3.55	3.23	4.77	3.35	3.95	2.73	4.34	1.16	12.53	5.55	3.89	10.24	12.69
ENSGALG00000006356	11.95	13.73	12.3	15.25	14.04	22.49	25.29	19.67	20.63	45.43	42.48	16.75	13.99	37.1	63.18	48.06
ENSGALG00000008765	15.84	16.02	116.43	10.64	13.34	20.03	16.59	7.78	5.11	10.29	2.55	141.68	43.14	13.08	41.35	157.55
ENSGALG00000014867	15.85	16.15	21.26	11.44	19	8.42	9.52	9.57	7.22	8.36	6.28	22.58	31.71	10.3	23.25	29.89
ENSGALG00000010688	8.6	13.12	19.41	0.88	0.73	2.14	0.96	0.08	0	0.1	0	0.19	0.02	1.08	1.49	1.95
Locus_97202	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.67	0.88
ENSGALG00000006393	1.98	1.18	2.54	0.45	0.6	0.2	0	6.25	5.14	0	0.19	0.01	0.03	1.18	1.06	1.26
ENSGALG00000007674	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.05
Locus_48214	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.63	1.13
ENSGALG00000017136	1.18	0.33	0.78	1.19	0.25	0.79	0.24	46.56	72.95	0.29	0.18	5.01	4.75	2.98	2.94	3.54
Locus_98179	0	0	0.02	0	0	0	0	0	0	0	0	0.01	0	2.61	1.76	1.91
CUFF.39956	1.46	2.23	5.96	1.38	1.59	0	0	0	0	0	0	0	0	0	0.07	0.04
ENSGALG00000002024	24.4	31.97	39.31	13.6	16.95	11.4	22.06	5.18	8.03	48.23	32.79	6.75	9.87	2.1	4.67	5.98
ENSGALG00000022333	14.7	6.06	2.7	7.65	11.22	7.34	19.92	17.07	8.47	11.73	40.5	3.14	12.5	143.84	30.68	10.5
ENSGALG00000022293	37.7	34.44	25.55	13.68	28.65	29.46	58.16	43.7	28.67	59.01	97.64	12.85	23.56	70.48	31.81	22.95
Locus_19230	0	0	0	0	0	0	0	0	0.54	0	0	0.05	0	0	0.56	1.55
ENSGALG00000004958	2.47	2.66	1.37	1.91	3.61	5.91	5.14	4.52	6.19	11.5	21.96	3.76	9.57	13.26	5.57	4.18
ENSGALG00000023661	7.43	5.25	6.02	8.62	7.61	10.54	12.62	8.73	7.6	12.56	13.71	4.95	9.29	23.58	13.79	13.83
ENSGALG00000012294	1.05	1.61	1.84	0.71	0.41	0.32	0	1.07	0.12	1.77	0.3	4.18	1.24	1	0.72	2.72
Locus_127029	0.49	0.12	0.34	0.33	0.38	0	0	0.09	0.11	0	0	0.13	0.02	1.45	1.61	0.66
ENSGALG00000020009	6.15	3.96	21.21	9.27	5.41	32.31	17.52	31.87	6.91	31.52	16.71	75.89	21.61	6.04	13.39	33.2
ENSGALG00000009471	12.89	16.07	12.58	8.74	7.97	1.17	2.21	0	0.12	0	0.15	1.15	3.18	0.13	0.31	0.37
Locus_71292	2.02	2.05	1.23	0	0.26	0	0	0	0	0	0	0	0	0	0	0
Locus_87392	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.74	1.04
ENSGALG00000016006	36.94	35.28	123.82	41.55	34.69	17.89	14.29	12.59	8.45	17.69	9.78	44.01	10.27	7.16	13.12	53.57
ENSGALG00000004764	0.81	0.92	1.58	0.82	1.72	0.74	1.34	3.13	1.34	1.89	0.34	1.43	1.39	6.9	20.16	21.23
ENSGALG00000017395	0.2	0.6	0.57	1	2.6	0.91	1.74	0.44	0	1.32	1.34	0.22	0.3	1.62	1.55	0.66
Locus_98729	0.74	0.57	3.5	0	0	0	0	0	0	0	0	0	0.11	0	0	0
blastnPan.CUFF.36590	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.13
Locus_73276	0.57	0.64	0.6	0	0	1.54	0.58	4.69	5.62	1.68	1.86	0.47	0.45	0.22	0.11	0.26
ENSGALG00000010874	13.3	14.57	13.9	31.62	25.51	0.21	0.11	1.58	1.86	0.36	0.25	21.5	26.95	2.95	3.11	4.64
ENSGALG00000001585	2.79	0	0	2.95	0	5.61	0	2.83	0	3.58	0.21	5.81	2.84	0	0	0
ENSGALG00000004780	2.37	2.42	3.2	2.36	2.19	2.1	1.72	1.66	1.64	3.31	1.82	2.95	2	5.6	7.31	12.69
ENSGALG00000006403	21.43	23.82	62.89	19.67	21.13	24.81	17.97	61.07	55.8	28.68	20.95	55.91	41.8	56.2	146.4	283.29
CUFF.98252	0	0	0	0	0	0	0	0	0	0	0	0.03	0.34	0.16	1.1	0.52
ENSGALG00000009510	5.29	8.82	9.84	2.68	4.23	1.22	3.65	5.87	7.04	4.21	10.1	13.54	11.13	10.37	6.23	18.7
ENSGALG00000011421	1.2	1.63	1.19	0.83	0.64	0.93	0.28	1.26	2.01	101.84	273.61	1.17	0.72	1.17	1.12	0.88
ENSGALG00000007157	5.88	7.14	5.12	5.4	7.78	0.2	1.44	2.54	5.51	0.73	0.74	1.16	0.36	444.73	390.28	479.36
Locus_119135	0.17	0.17	0.17	1.07	0.91	0.1	0.12	0	0	0	0	0.42	0.27	4.04	3.16	8.39
ENSGALG00000021688	13.44	16.48	11.85	15.35	17.3	21.19	50.42	13.61	20.18	8.13	23.73	6.4	7.46	15.04	5.42	7.55
ENSGALG00000018367	33726.6	27100.67	7010.04	36446.36	24494.27	197674.67	162391.61	44899.54	63425.07	45574.22	76820.84	1221.02	7256.53	9235.13	7548.03	1515.9
Locus_88496	0	0	0.07	0	0	0	0	0	0.18	0	0	0	0	47.11	18.53	49.32
ENSGALG00000013043	5.19	1.17	3.82	3.51	2.39	13.86	6.38	4.49	3.84	7.48	3.27	5.91	1.56	19.62	34	21.82
ENSGALG00000006873	23.09	17.62	18.65	11.5	9.93	0.24	0.14	14.13	8.64	13.66	34.71	11.91	7.29	3.89	2.93	2.29
Locus_84170	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0.27	0.26	2.6
Locus_87614	0	0	0	0.37	0.28	0.67	0	4.43	0.96	1.46	1.23	0.49	0.22	0.26	0.25	0.73
CUFF.4633	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.35	0.72
Locus_119324	0.24	0.37	0	0	0	0	0	2.44	0.65	0	0	0.33	0.44	0	0	0
CUFF.26178	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	1.05	0.8
ENSGALG00000001756	92.63	2.12	0.16	63.01	0.39	341.67	4.83	160.34	3.3	213.85	2.7	52.44	32.77	0.35	0.27	0.04
ENSGALG00000010645	6.58	7.37	6.45	7.08	7.75	1.71	1.14	102.13	52.45	5.93	7.16	8.05	2.77	34.48	24.94	27.14
ENSGALG00000016241	81.26	93.89	138.4	52.87	63.1	22.88	27.28	89.03	79.99	36.91	32.25	44.59	54.6	15.85	21.73	23.78
ENSGALG00000022320	2.4	1.31	0.36	1.56	0.8	1.58	0.76	1.52	0.68	1.15	0.29	0.43	0.41	0.61	0.23	0.5
ENSGALG00000002329	1.92	2.19	0.38	1.21	2.05	10.63	2.65	17.58	7.98	11.9	12.22	6.09	11.06	3.93	5.75	4.85
ENSGALG00000010637	16.74	14.15	50.62	9.4	11.16	26.55	19.52	24.51	15.97	27.62	23.44	49.94	18.6	51.82	51.55	173.52
ENSGALG00000012508	0.85	1.06	2.38	1.41	2.58	0.71	0.34	0.51	0.82	0.31	0.13	3.55	3.12	6.61	9.9	23.39
ENSGALG00000018880	7.66	9.46	3.15	7.57	10.62	13.82	20.97	32.62	17.97	19.57	38.41	8.57	16.88	182.92	73.84	31.38
ENSGALG00000008522	2.53	3.48	7.15	3.59	5.71	14.98	5.04	6.19	1.69	10.87	62.37	6.15	8.8	12.83	4.86	9.1
ENSGALG00000004129	0.65	0	0.17	0.16	0.13	2.99	5.73	0.9	1.51	2426.06	3780.66	0.33	0.1	0.69	0.44	0.76
ENSGALG00000002675	1.81	0.67	0.59	0.2	0.49	0	0	3.59	1.5	2.3	5.15	1.09	3.34	22.43	6.7	4.95
ENSGALG00000002408	5.51	4.86	8.07	4.87	3.42	8.23	6.49	10.68	11.79	12.69	20.19	25.09	15.03	30.21	17.16	30.52
ENSGALG00000005441	7.42	13.43	20.16	42.94	35.12	29.02	20.64	19.06	22.32	21.95	23.78	41.06	12.95	1.97	2.88	2.64
ENSGALG00000015097	0.19	0.44	2.49	0.15	0.04	0	0	0.05	0.13	0.07	0	12.13	1.93	1.04	4.96	8.1
Locus_98549	0	0	0	1.9	3.89	0	0	0	0	0	0	0	0	0	0	0
CUFF.116700	0	0	0.15	0	0	0	0	0	0	0	0	0.23	0	1.25	1	1.64
ENSGALG00000015800	4.73	5.82	10.63	3.11	2.55	4.07	1.78	5.91	5.3	6.13	3.29	25.19	15.25	3.3	5.2	10.23
Locus_118059	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	2.33	2.09
ENSGALG00000012914	1.19	1.41	2.59	1.04	1.19	1.27	0.72	1.34	1.11	1.64	0.94	4.39	1.31	0.84	1.23	3.54
ENSGALG00000002180	7.93	8.05	10.55	8.33	6.39	6.45	7.07	7.85	8.91	11.7	10.87	8.98	6.56	8.62	7.63	7.89
Locus_97674	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73	0.45
blastnPlatypus.Locus_189230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004079	54	67.56	35	61.28	54.54	35.93	33.44	28.8	40.28	44.92	38.53	13.17	32.35	34.68	47.36	15.28
ENSGALG00000012043	33.7	33.3	52.71	39.28	33.84	23.17	26.42	45.98	44.15	40.86	32.16	73.57	43.64	22.45	25.44	41.01
Locus_20209	1.45	1.58	1.19	0.42	1.12	0	0	0.92	0	0	0	0.96	0.37	1.48	0.43	0.56
ENSGALG00000002558	0.66	0.43	0.89	0.67	0.59	1.57	1.46	3.05	3.52	3.93	1.28	2.63	1.1	6.27	5.83	6.33
ENSGALG00000009792	1.95	2.41	1.65	3.95	3.88	2.92	2.15	21.78	14.11	3.43	3.1	46.43	38.14	7.99	4.92	9.19
ENSGALG00000023800	0.13	0.22	0.11	0.11	0.15	0.19	0.09	0	0	0.08	0	0	0.01	0.56	0.59	1.85
Locus_65972	0.93	1.42	0.08	2.51	0.72	2.86	5.82	1.03	0.62	0.62	3.95	0.03	0.05	3.31	1.49	0.1
Locus_126856	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0.96	1.78
ENSGALG00000009533	7.38	6.62	8.48	8.89	6.38	9.16	5.71	8.03	8.05	12.33	12.11	12.34	13.69	9.65	8.1	8.83
